date,retailerCountry,orderMethodType,retailerType,productLine,productType,productId,revenue,quantity,grossMargin
2015-09-03,France,Telephone,Sports Store,Camping Equipment,Sleeping Bags,1083,10594.95,111,0.4284966
2015-09-24,France,Fax,Sports Store,Camping Equipment,Sleeping Bags,1083,24404.52,204,0.5440107
2016-07-24,France,Web,Sports Store,Camping Equipment,Sleeping Bags,1083,54046.77,447,0.56537921
2017-07-20,France,Web,Sports Store,Camping Equipment,Sleeping Bags,1083,65009.74,604,0.51687239
2017-07-26,France,Sales visit,Sports Store,Camping Equipment,Sleeping Bags,1083,45462.16,376,0.56992805
2015-03-25,France,Telephone,Sports Store,Camping Equipment,Cooking Gear,1073,30060.24,3002,0.47479328
2015-03-21,France,Fax,Sports Store,Camping Equipment,Cooking Gear,1073,9480.37,1081,0.49600912
2015-03-17,France,Web,Sports Store,Camping Equipment,Cooking Gear,1073,6551.19,747,0.49600912
2016-01-19,France,Web,Sports Store,Camping Equipment,Cooking Gear,1073,19779.48,1974,0.47704591
2016-02-26,France,Sales visit,Sports Store,Camping Equipment,Cooking Gear,1073,10360.68,1034,0.47704591
2017-03-26,France,Web,Sports Store,Camping Equipment,Cooking Gear,1073,25820.76,2478,0.42226488
2017-02-07,France,Sales visit,Sports Store,Camping Equipment,Cooking Gear,1073,18005.76,1728,0.42226488
2015-06-26,France,Web,Sports Store,Camping Equipment,Cooking Gear,1073,6054.04,493,0.46091205
2015-06-03,France,Fax,Sports Store,Camping Equipment,Cooking Gear,1073,7715.25,635,0.45514403
2016-06-15,France,Web,Sports Store,Camping Equipment,Cooking Gear,1073,8657.4,705,0.35504886
2017-05-17,France,Web,Sports Store,Camping Equipment,Cooking Gear,1073,12211.83,837,0.44345442
2015-07-10,France,Fax,Sports Store,Camping Equipment,Cooking Gear,1073,7144.2,588,0.45514403
2015-07-23,France,Telephone,Sports Store,Camping Equipment,Cooking Gear,1073,11603.25,955,0.45514403
2016-08-22,France,Web,Sports Store,Camping Equipment,Cooking Gear,1073,15078.15,1241,0.34814815
2017-07-15,France,Sales visit,Sports Store,Camping Equipment,Cooking Gear,1073,11044.63,757,0.44345442
2017-07-23,France,Web,Sports Store,Camping Equipment,Cooking Gear,1073,8184.99,561,0.44345442
2015-10-12,France,Fax,Sports Store,Camping Equipment,Cooking Gear,1073,6804,560,0.45514403
2015-10-25,France,Telephone,Sports Store,Camping Equipment,Cooking Gear,1073,5427.76,442,0.46091205
2015-11-22,France,Web,Sports Store,Camping Equipment,Cooking Gear,1073,15795,1300,0.45514403
2016-12-12,France,Web,Sports Store,Camping Equipment,Cooking Gear,1073,15914.88,1296,0.35504886
2016-02-15,France,Web,Sports Store,Personal Accessories,Eyewear,1141,175983.85,2809,0.44828682
2017-03-22,France,Web,Sports Store,Personal Accessories,Eyewear,1141,187198.2,2988,0.46025581
2015-06-16,France,Web,Sports Store,Personal Accessories,Eyewear,1141,25686.5,410,0.44772546
2016-05-07,France,Web,Sports Store,Personal Accessories,Eyewear,1141,217144.9,3466,0.45016844
2017-05-08,France,Web,Sports Store,Personal Accessories,Eyewear,1141,245212.1,3914,0.46541529
2015-09-11,France,Web,Sports Store,Personal Accessories,Eyewear,1141,29194.9,466,0.44185765
2016-08-25,France,Web,Sports Store,Personal Accessories,Eyewear,1141,147290.15,2351,0.45238959
2017-08-25,France,Web,Sports Store,Personal Accessories,Eyewear,1141,141964.9,2266,0.46384677
2015-10-19,France,Web,Sports Store,Personal Accessories,Eyewear,1141,127054.2,2028,0.44319283
2016-10-17,France,Web,Sports Store,Personal Accessories,Eyewear,1141,69604.15,1111,0.45827239
2015-01-15,France,Web,Sports Store,Personal Accessories,Binoculars,1056,16320,102,0.36
2016-03-20,France,Web,Sports Store,Personal Accessories,Binoculars,1056,95929.6,583,0.50125811
2017-01-25,France,Web,Sports Store,Personal Accessories,Binoculars,1056,101274.7,602,0.53423688
2015-06-03,France,Web,Sports Store,Personal Accessories,Binoculars,1056,92000,575,0.48631348
2016-04-26,France,Web,Sports Store,Personal Accessories,Binoculars,1056,108162.9,640,0.51085816
2017-05-23,France,Web,Sports Store,Personal Accessories,Binoculars,1056,76290.9,453,0.53449677
2015-07-13,France,Web,Sports Store,Personal Accessories,Binoculars,1056,92160,576,0.43885786
2016-08-12,France,Web,Sports Store,Personal Accessories,Binoculars,1056,69477.1,407,0.48248243
2017-09-21,France,Web,Sports Store,Personal Accessories,Binoculars,1056,52991.2,314,0.5336203
2015-12-02,France,Web,Sports Store,Personal Accessories,Binoculars,1056,59200,370,0.46162264
2016-11-22,France,Web,Sports Store,Personal Accessories,Binoculars,1056,79845.4,468,0.48081017
2016-03-07,France,Web,Sports Store,Golf Equipment,Golf Accessories,1072,9296.28,868,0.76190476
2017-03-04,France,Web,Sports Store,Golf Equipment,Golf Accessories,1072,4573.17,427,0.76190476
2015-06-06,France,Telephone,Sports Store,Golf Equipment,Golf Accessories,1072,25011.36,3863,0.62777594
2015-06-16,France,Web,Sports Store,Golf Equipment,Golf Accessories,1072,13818.08,2578,0.55037313
2016-05-22,France,Sales visit,Sports Store,Golf Equipment,Golf Accessories,1072,4605.3,430,0.76190476
2016-06-21,France,Web,Sports Store,Golf Equipment,Golf Accessories,1072,14922.6,1405,0.75991114
2017-05-03,France,Web,Sports Store,Golf Equipment,Golf Accessories,1072,27738.42,4476,0.58852018
2017-06-04,France,Sales visit,Sports Store,Golf Equipment,Golf Accessories,1072,7906,1475,0.52425373
2015-09-26,France,Web,Sports Store,Golf Equipment,Golf Accessories,1072,5953.5,567,0.77047619
2015-09-03,France,Telephone,Sports Store,Golf Equipment,Golf Accessories,1072,7329,698,0.77047619
2016-08-09,France,Web,Sports Store,Golf Equipment,Golf Accessories,1072,29081.51,4706,0.58735636
2017-08-05,France,Web,Sports Store,Golf Equipment,Golf Accessories,1072,7654.08,1428,0.52425373
2017-09-24,France,Sales visit,Sports Store,Golf Equipment,Golf Accessories,1072,10001.76,1866,0.52425373
2015-10-22,France,Web,Sports Store,Golf Equipment,Golf Accessories,1072,4228.73,407,0.7680462
2015-11-01,France,Telephone,Sports Store,Golf Equipment,Golf Accessories,1072,3605.33,347,0.7680462
2016-11-01,France,Web,Sports Store,Golf Equipment,Golf Accessories,1072,31232.72,5827,0.52425373
2015-01-26,France,Web,Sports Store,Personal Accessories,Navigation,1128,5369.64,58,0.3926334
2016-01-12,France,Web,Sports Store,Personal Accessories,Navigation,1128,14201.1,155,0.42152368
2017-01-03,France,Web,Sports Store,Personal Accessories,Navigation,1128,53780.94,587,0.44335298
2015-04-15,France,Web,Sports Store,Personal Accessories,Navigation,1128,5462.22,59,0.3926334
2015-05-11,France,Telephone,Sports Store,Personal Accessories,Navigation,1128,5680.44,62,0.38626937
2017-05-17,France,Web,Sports Store,Personal Accessories,Navigation,1128,74303.82,811,0.44335298
2015-07-05,France,Fax,Sports Store,Personal Accessories,Navigation,1128,6230.16,68,0.38626937
2015-08-19,France,Telephone,Sports Store,Personal Accessories,Navigation,1128,10243.45,113,0.37970215
2015-08-16,France,Web,Sports Store,Personal Accessories,Navigation,1128,5277.06,57,0.3926334
2016-09-15,France,Web,Sports Store,Personal Accessories,Navigation,1128,17774.28,194,0.42152368
2015-10-23,France,Web,Sports Store,Personal Accessories,Navigation,1128,17737.38,193,0.38816274
2015-11-09,France,Fax,Sports Store,Personal Accessories,Navigation,1128,6138.54,67,0.38626937
2015-03-25,France,Telephone,Sports Store,Camping Equipment,Cooking Gear,1077,58555.08,933,0.26099426
2015-02-14,France,Web,Sports Store,Camping Equipment,Cooking Gear,1077,25982.64,414,0.26099426
2016-02-23,France,Sales visit,Sports Store,Camping Equipment,Cooking Gear,1077,28860.65,455,0.26880025
2016-02-23,France,Web,Sports Store,Camping Equipment,Cooking Gear,1077,113856.85,1795,0.26880025
2017-01-08,France,Sales visit,Sports Store,Camping Equipment,Cooking Gear,1077,41610.08,656,0.26880025
2017-01-13,France,Web,Sports Store,Camping Equipment,Cooking Gear,1077,74530.25,1175,0.26880025
2015-04-26,France,Fax,Sports Store,Camping Equipment,Cooking Gear,1077,24288.12,387,0.26099426
2015-06-20,France,Telephone,Sports Store,Camping Equipment,Cooking Gear,1077,24978.48,398,0.26099426
2015-05-03,France,Web,Sports Store,Camping Equipment,Cooking Gear,1077,38471.88,613,0.26099426
2016-04-17,France,Web,Sports Store,Camping Equipment,Cooking Gear,1077,54042.36,852,0.26880025
2017-05-19,France,Web,Sports Store,Camping Equipment,Cooking Gear,1077,83093.3,1310,0.26880025
2017-06-05,France,Sales visit,Sports Store,Camping Equipment,Cooking Gear,1077,47953.08,756,0.26880025
2015-08-24,France,Telephone,Sports Store,Camping Equipment,Cooking Gear,1077,47258.28,753,0.26099426
2016-09-06,France,Web,Sports Store,Camping Equipment,Cooking Gear,1077,155720.65,2455,0.26880025
2015-11-26,France,Web,Sports Store,Camping Equipment,Cooking Gear,1077,76629.96,1221,0.26099426
2016-12-08,France,Web,Sports Store,Camping Equipment,Cooking Gear,1077,93051.81,1467,0.26880025
2015-02-18,France,Web,Sports Store,Personal Accessories,Watches,1043,235596,1243,0.45358427
2016-03-23,France,Web,Sports Store,Personal Accessories,Watches,1043,124224,663,0.45416683
2017-03-08,France,Web,Sports Store,Personal Accessories,Watches,1043,226098.2,1134,0.45359662
2015-06-19,France,Web,Sports Store,Personal Accessories,Watches,1043,242544,1282,0.45163764
2016-06-26,France,Web,Sports Store,Personal Accessories,Watches,1043,142637,750,0.45060062
2017-05-11,France,Web,Sports Store,Personal Accessories,Watches,1043,199714.2,1029,0.44980437
2015-08-05,France,Web,Sports Store,Personal Accessories,Watches,1043,180068,958,0.45205422
2016-07-04,France,Web,Sports Store,Personal Accessories,Watches,1043,146866.4,735,0.45315579
2017-09-24,France,Web,Sports Store,Personal Accessories,Watches,1043,45315.8,229,0.45712224
2015-12-26,France,Web,Sports Store,Personal Accessories,Watches,1043,158424,839,0.45493132
2016-11-09,France,Web,Sports Store,Personal Accessories,Watches,1043,199356,1037,0.45342352
2015-01-15,France,Web,Sports Store,Personal Accessories,Eyewear,1053,220064.4,7206,0.32465069
2016-03-08,France,Web,Sports Store,Personal Accessories,Eyewear,1053,250346.2,8116,0.32537286
2017-01-03,France,Web,Sports Store,Personal Accessories,Eyewear,1053,231226.25,6751,0.33161711
2015-05-18,France,Web,Sports Store,Personal Accessories,Eyewear,1053,324622.9,10540,0.32570771
2016-06-26,France,Web,Sports Store,Personal Accessories,Eyewear,1053,205718.7,6720,0.32679912
2017-04-12,France,Web,Sports Store,Personal Accessories,Eyewear,1053,182494.5,5293,0.34320941
2015-07-02,France,Web,Sports Store,Personal Accessories,Eyewear,1053,315455.1,10251,0.32133283
2016-07-23,France,Web,Sports Store,Personal Accessories,Eyewear,1053,329672.45,9682,0.32788712
2017-08-25,France,Web,Sports Store,Personal Accessories,Eyewear,1053,91213.6,2585,0.32832111
2015-12-04,France,Web,Sports Store,Personal Accessories,Eyewear,1053,271539.2,8771,0.3261718
2016-10-25,France,Web,Sports Store,Personal Accessories,Eyewear,1053,194630.5,5727,0.3348674
2015-03-18,France,Web,Sports Store,Camping Equipment,Packs,1089,17006.76,522,0.50890117
2015-03-13,France,Telephone,Sports Store,Camping Equipment,Packs,1089,18603.18,571,0.50890117
2015-03-07,France,Fax,Sports Store,Camping Equipment,Packs,1089,20818.62,639,0.50890117
2016-03-14,France,Web,Sports Store,Camping Equipment,Packs,1089,47229.66,1517,0.5182053
2017-03-10,France,Web,Sports Store,Camping Equipment,Packs,1089,24179.76,781,0.51550388
2015-06-21,France,Telephone,Sports Store,Camping Equipment,Packs,1089,31488.16,962,0.51118135
2016-05-06,France,Web,Sports Store,Camping Equipment,Packs,1089,57596.55,2605,0.45725916
2017-05-01,France,Sales visit,Sports Store,Camping Equipment,Packs,1089,30898.08,998,0.51550388
2017-06-09,France,Web,Sports Store,Camping Equipment,Packs,1089,124625.25,5340,0.46798101
2015-07-08,France,Web,Sports Store,Camping Equipment,Packs,1089,13925.16,423,0.51397327
2016-07-10,France,Web,Sports Store,Camping Equipment,Packs,1089,79814.61,2568,0.51738159
2017-09-09,France,Sales visit,Sports Store,Camping Equipment,Packs,1089,29907.36,966,0.51550388
2017-07-25,France,Web,Sports Store,Camping Equipment,Packs,1089,23467.68,758,0.51550388
2015-11-11,France,Web,Sports Store,Camping Equipment,Packs,1089,44602.02,1369,0.50890117
2016-11-21,France,Web,Sports Store,Camping Equipment,Packs,1089,35789.76,1156,0.51550388
2015-03-23,France,Web,Sports Store,Golf Equipment,Putters,1068,19865.43,117,0.45933212
2015-01-21,France,Telephone,Sports Store,Golf Equipment,Putters,1068,23940.39,141,0.45933212
2016-03-07,France,Web,Sports Store,Golf Equipment,Putters,1068,29515.2,250,0.23942714
2017-03-17,France,Sales visit,Sports Store,Golf Equipment,Putters,1068,0,145,
2017-01-17,France,Web,Sports Store,Golf Equipment,Putters,1068,75160.8,686,0.25340337
2017-05-11,France,Web,Sports Store,Golf Equipment,Putters,1068,30373.2,177,0.52331002
2015-09-22,France,Web,Sports Store,Golf Equipment,Putters,1068,37353.8,220,0.45933212
2015-08-22,France,Telephone,Sports Store,Golf Equipment,Putters,1068,42956.87,253,0.45933212
2016-07-24,France,Web,Sports Store,Golf Equipment,Putters,1068,101930.4,594,0.46503497
2017-08-18,France,Sales visit,Sports Store,Golf Equipment,Putters,1068,33976.8,198,0.52331002
2017-08-21,France,Web,Sports Store,Golf Equipment,Putters,1068,25396.8,148,0.52331002
2015-10-18,France,Web,Sports Store,Golf Equipment,Putters,1068,81159.62,478,0.45933212
2016-10-22,France,Web,Sports Store,Golf Equipment,Putters,1068,87687.6,511,0.46503497
2015-01-01,France,Web,Sports Store,Personal Accessories,Watches,1044,128007.4,497,0.43974364
2016-01-23,France,Web,Sports Store,Personal Accessories,Watches,1044,47718,181,0.43327591
2017-01-09,France,Web,Sports Store,Personal Accessories,Watches,1044,168530,628,0.43609921
2015-04-17,France,Web,Sports Store,Personal Accessories,Watches,1044,164807.4,628,0.43930989
2016-06-04,France,Web,Sports Store,Personal Accessories,Watches,1044,141283,533,0.43086259
2017-05-12,France,Web,Sports Store,Personal Accessories,Watches,1044,114383.6,431,0.44520753
2015-09-16,France,Web,Sports Store,Personal Accessories,Watches,1044,165171.6,630,0.43705431
2016-08-13,France,Web,Sports Store,Personal Accessories,Watches,1044,98876.6,370,0.43783929
2017-08-18,France,Web,Sports Store,Personal Accessories,Watches,1044,30543,115,0.44581082
2015-10-06,France,Web,Sports Store,Personal Accessories,Watches,1044,105449,403,0.43897315
2016-10-18,France,Web,Sports Store,Personal Accessories,Watches,1044,137139.2,510,0.4389015
2015-02-13,France,Web,Sports Store,Personal Accessories,Navigation,1110,22545.21,703,0.3763642
2015-01-05,France,Fax,Sports Store,Personal Accessories,Navigation,1110,11769.69,367,0.3763642
2015-02-13,France,Telephone,Sports Store,Personal Accessories,Navigation,1110,12507.3,390,0.3763642
2016-01-06,France,Web,Sports Store,Personal Accessories,Navigation,1110,10928.48,334,0.38875306
2016-03-24,France,Sales visit,Sports Store,Personal Accessories,Navigation,1110,15574.72,476,0.38875306
2017-02-03,France,Web,Sports Store,Personal Accessories,Navigation,1110,94000.86,2954,0.37149511
2015-04-06,France,Web,Sports Store,Personal Accessories,Navigation,1110,9075.81,283,0.3763642
2015-06-03,France,Telephone,Sports Store,Personal Accessories,Navigation,1110,9588.93,299,0.3763642
2016-06-20,France,Web,Sports Store,Personal Accessories,Navigation,1110,33386.14,1032,0.38177939
2017-05-14,France,Web,Sports Store,Personal Accessories,Navigation,1110,115245.36,3621,0.3716016
2015-07-25,France,Web,Sports Store,Personal Accessories,Navigation,1110,10839.66,338,0.3763642
2016-08-05,France,Web,Sports Store,Personal Accessories,Navigation,1110,31205.6,965,0.38152127
2017-07-02,France,Web,Sports Store,Personal Accessories,Navigation,1110,3615.9,170,0.05970851
2015-11-09,France,Fax,Sports Store,Personal Accessories,Navigation,1110,15617.8,682,0.25764192
2015-10-17,France,Telephone,Sports Store,Personal Accessories,Navigation,1110,9364.44,292,0.3763642
2016-04-13,France,Web,Sports Store,Outdoor Protection,Sunscreen,1117,4930,986,0.642
2016-05-12,France,Sales visit,Sports Store,Outdoor Protection,Sunscreen,1117,1590,318,0.642
2017-06-24,France,Web,Sports Store,Outdoor Protection,Sunscreen,1117,1812.98,473,0.5329954
2015-09-09,France,Web,Sports Store,Outdoor Protection,Sunscreen,1117,4792.2,978,0.63469388
2015-01-22,France,Web,Sports Store,Outdoor Protection,First Aid,1122,468,78,0.54
2015-03-07,France,Telephone,Sports Store,Outdoor Protection,First Aid,1122,210,35,0.54
2016-03-06,France,Sales visit,Sports Store,Outdoor Protection,First Aid,1122,282,47,0.54
2016-02-15,France,Web,Sports Store,Outdoor Protection,First Aid,1122,228,38,0.54
2015-05-24,France,Telephone,Sports Store,Outdoor Protection,First Aid,1122,432,72,0.54
2016-04-17,France,Sales visit,Sports Store,Outdoor Protection,First Aid,1122,660,110,0.54
2016-04-17,France,Web,Sports Store,Outdoor Protection,First Aid,1122,534,89,0.54
2017-05-07,France,Web,Sports Store,Outdoor Protection,First Aid,1122,654,109,0.54
2015-09-10,France,Web,Sports Store,Outdoor Protection,First Aid,1122,1350,225,0.54
2016-07-21,France,Web,Sports Store,Outdoor Protection,First Aid,1122,408,68,0.54
2015-12-09,France,Web,Sports Store,Outdoor Protection,First Aid,1122,1632,272,0.54
2016-11-21,France,Web,Sports Store,Outdoor Protection,First Aid,1122,408,68,0.54
2015-01-02,France,Telephone,Sports Store,Golf Equipment,Irons,1061,44291.04,53,0.44955007
2015-01-25,France,Web,Sports Store,Golf Equipment,Irons,1061,35934.24,43,0.44955007
2016-01-22,France,Web,Sports Store,Golf Equipment,Irons,1061,156245.45,185,0.50270552
2017-01-06,France,Web,Sports Store,Golf Equipment,Irons,1061,63342.75,75,0.50270552
2015-06-01,France,Telephone,Sports Store,Golf Equipment,Irons,1061,35934.24,43,0.44955007
2016-04-19,France,Web,Sports Store,Golf Equipment,Irons,1061,32093.66,38,0.50270552
2016-05-17,France,Sales visit,Sports Store,Golf Equipment,Irons,1061,41383.93,49,0.50270552
2017-04-22,France,Web,Sports Store,Golf Equipment,Irons,1061,152022.6,180,0.50270552
2015-09-04,France,Telephone,Sports Store,Golf Equipment,Irons,1061,29248.8,35,0.44955007
2016-07-14,France,Web,Sports Store,Golf Equipment,Irons,1061,92902.7,110,0.50270552
2015-10-24,France,Web,Sports Store,Golf Equipment,Irons,1061,167136,200,0.44955007
2016-11-08,France,Web,Sports Store,Golf Equipment,Irons,1061,177359.7,210,0.50270552
2015-02-06,France,Fax,Sports Store,Personal Accessories,Eyewear,1034,1832.6,17,0.5390538
2015-03-01,France,Telephone,Sports Store,Personal Accessories,Eyewear,1034,6725.4,63,0.53453029
2015-02-15,France,Web,Sports Store,Personal Accessories,Eyewear,1034,8408.4,80,0.52723467
2016-03-04,France,Web,Sports Store,Personal Accessories,Eyewear,1034,9148.7,85,0.53833332
2016-01-21,France,Sales visit,Sports Store,Personal Accessories,Eyewear,1034,3030.5,29,0.52449761
2017-03-07,France,Web,Sports Store,Personal Accessories,Eyewear,1034,7814.4,78,0.50401566
2015-06-18,France,Fax,Sports Store,Personal Accessories,Eyewear,1034,3239.5,31,0.52449761
2015-04-06,France,Web,Sports Store,Personal Accessories,Eyewear,1034,11675.4,110,0.53184473
2016-05-04,France,Web,Sports Store,Personal Accessories,Eyewear,1034,8696.6,80,0.54290182
2017-05-17,France,Sales visit,Sports Store,Personal Accessories,Eyewear,1034,5868.5,55,0.53430178
2017-06-23,France,Web,Sports Store,Personal Accessories,Eyewear,1034,8917.56,95,0.47064556
2015-09-02,France,Web,Sports Store,Personal Accessories,Eyewear,1034,1320,12,0.54827273
2015-07-19,France,Fax,Sports Store,Personal Accessories,Eyewear,1034,3264.8,30,0.54340235
2015-09-19,France,Telephone,Sports Store,Personal Accessories,Eyewear,1034,4488,42,0.53498663
2016-08-25,France,Web,Sports Store,Personal Accessories,Eyewear,1034,14335.2,132,0.54244936
2017-08-09,France,Web,Sports Store,Personal Accessories,Eyewear,1034,2987.6,28,0.53430178
2015-10-09,France,Telephone,Sports Store,Personal Accessories,Eyewear,1034,1940.4,18,0.5390538
2015-12-04,France,Web,Sports Store,Personal Accessories,Eyewear,1034,2560.8,24,0.53430178
2015-11-09,France,Fax,Sports Store,Personal Accessories,Eyewear,1034,6013.7,56,0.5372832
2016-11-19,France,Web,Sports Store,Personal Accessories,Eyewear,1034,9350,85,0.54827273
2015-01-05,France,Web,Sports Store,Golf Equipment,Putters,1066,26226.75,363,0.51695502
2016-01-03,France,Web,Sports Store,Golf Equipment,Putters,1066,23804.52,326,0.61106546
2015-06-13,France,Web,Sports Store,Golf Equipment,Putters,1066,24276,336,0.51695502
2015-06-15,France,Telephone,Sports Store,Golf Equipment,Putters,1066,27744,384,0.51695502
2016-04-05,France,Web,Sports Store,Golf Equipment,Putters,1066,61482.84,842,0.61106546
2017-05-26,France,Web,Sports Store,Golf Equipment,Putters,1066,27670.1,445,0.5432615
2017-06-17,France,Sales visit,Sports Store,Golf Equipment,Putters,1066,76916.66,1237,0.5432615
2015-07-14,France,Web,Sports Store,Golf Equipment,Putters,1066,22325.25,309,0.51695502
2015-07-04,France,Telephone,Sports Store,Golf Equipment,Putters,1066,26588,368,0.51695502
2016-09-15,France,Web,Sports Store,Golf Equipment,Putters,1066,55057.08,754,0.61106546
2017-09-19,France,Web,Sports Store,Golf Equipment,Putters,1066,45317.58,1154,0.38528139
2017-08-07,France,Sales visit,Sports Store,Golf Equipment,Putters,1066,61261.2,1560,0.38528139
2015-02-16,France,Web,Sports Store,Personal Accessories,Watches,1042,119608,527,0.45935456
2016-03-20,France,Web,Sports Store,Personal Accessories,Watches,1042,172603,744,0.45094535
2017-02-17,France,Web,Sports Store,Personal Accessories,Watches,1042,192999,810,0.45656755
2015-05-10,France,Web,Sports Store,Personal Accessories,Watches,1042,122878,539,0.45852309
2016-06-02,France,Web,Sports Store,Personal Accessories,Watches,1042,246148.6,1064,0.45726183
2017-04-02,France,Web,Sports Store,Personal Accessories,Watches,1042,202913.8,852,0.45647226
2015-09-06,France,Web,Sports Store,Personal Accessories,Watches,1042,101233,442,0.45872295
2016-09-11,France,Web,Sports Store,Personal Accessories,Watches,1042,218792.4,908,0.4503055
2017-07-22,France,Web,Sports Store,Personal Accessories,Watches,1042,37601.6,153,0.43965682
2015-12-20,France,Web,Sports Store,Personal Accessories,Watches,1042,137830,595,0.45547907
2016-12-19,France,Web,Sports Store,Personal Accessories,Watches,1042,329769.2,1370,0.44970118
2015-02-20,France,Telephone,Sports Store,Golf Equipment,Putters,1067,29844.72,356,0.50854959
2015-02-09,France,Fax,Sports Store,Golf Equipment,Putters,1067,7810,88,0.53577465
2015-01-13,France,Web,Sports Store,Golf Equipment,Putters,1067,11596.77,139,0.50617284
2016-03-14,France,Sales visit,Sports Store,Golf Equipment,Putters,1067,7419.28,88,0.51132724
2016-01-10,France,Web,Sports Store,Golf Equipment,Putters,1067,40150.16,464,0.5238674
2017-03-24,France,Web,Sports Store,Golf Equipment,Putters,1067,27737.99,390,0.42072227
2017-01-26,France,Sales visit,Sports Store,Golf Equipment,Putters,1067,0,28,
2015-04-22,France,Fax,Sports Store,Golf Equipment,Putters,1067,12097.35,145,0.50617284
2015-06-10,France,Telephone,Sports Store,Golf Equipment,Putters,1067,10428.75,125,0.50617284
2017-05-07,France,Web,Sports Store,Golf Equipment,Putters,1067,10538.75,125,0.51132724
2017-06-13,France,Sales visit,Sports Store,Golf Equipment,Putters,1067,26726.27,317,0.51132724
2015-08-09,France,Telephone,Sports Store,Golf Equipment,Putters,1067,20690.64,248,0.50617284
2016-08-24,France,Web,Sports Store,Golf Equipment,Putters,1067,24112.66,286,0.51132724
2017-07-13,France,Web,Sports Store,Golf Equipment,Putters,1067,12646.5,150,0.51132724
2017-08-21,France,Sales visit,Sports Store,Golf Equipment,Putters,1067,16862,200,0.51132724
2016-02-23,France,Web,Sports Store,Personal Accessories,Watches,1139,26472.6,247,0.42273672
2017-01-07,France,Web,Sports Store,Personal Accessories,Watches,1139,61907.4,560,0.42461289
2015-06-22,France,Web,Sports Store,Personal Accessories,Watches,1139,19874,190,0.42671027
2016-05-22,France,Web,Sports Store,Personal Accessories,Watches,1139,21261.4,201,0.42535675
2017-04-25,France,Web,Sports Store,Personal Accessories,Watches,1139,28798.5,263,0.42593607
2015-07-22,France,Web,Sports Store,Personal Accessories,Watches,1139,14225.6,136,0.42615988
2016-08-24,France,Web,Sports Store,Personal Accessories,Watches,1139,32521.5,297,0.42430946
2015-11-06,France,Web,Sports Store,Personal Accessories,Watches,1139,13807.2,132,0.42559534
2016-12-18,France,Web,Sports Store,Personal Accessories,Watches,1139,40515,370,0.42477058
2015-02-24,France,Fax,Sports Store,Personal Accessories,Knives,1036,4695.8,53,0.49209932
2015-02-09,France,Web,Sports Store,Personal Accessories,Knives,1036,20684.4,237,0.48439404
2016-01-18,France,Sales visit,Sports Store,Personal Accessories,Knives,1036,10258.56,117,0.46395985
2016-03-22,France,Web,Sports Store,Personal Accessories,Knives,1036,18216.64,206,0.46850791
2017-02-03,France,Web,Sports Store,Personal Accessories,Knives,1036,21569.28,246,0.46395985
2017-02-17,France,Sales visit,Sports Store,Personal Accessories,Knives,1036,13853.44,158,0.46395985
2015-06-04,France,Web,Sports Store,Personal Accessories,Knives,1036,2214.96,24,0.51240654
2015-05-09,France,Telephone,Sports Store,Personal Accessories,Knives,1036,10156.6,134,0.43686864
2015-06-13,France,Fax,Sports Store,Personal Accessories,Knives,1036,7026.75,81,0.48126801
2016-06-05,France,Web,Sports Store,Personal Accessories,Knives,1036,28583.68,326,0.46395985
2016-04-16,France,Sales visit,Sports Store,Personal Accessories,Knives,1036,9294.08,106,0.46395985
2017-04-23,France,Web,Sports Store,Personal Accessories,Knives,1036,46093.64,525,0.46467669
2015-09-11,France,Telephone,Sports Store,Personal Accessories,Knives,1036,10410,120,0.48126801
2015-09-09,France,Fax,Sports Store,Personal Accessories,Knives,1036,1476.64,16,0.51240654
2015-09-22,France,Web,Sports Store,Personal Accessories,Knives,1036,12789.64,146,0.48630298
2015-11-09,France,Fax,Sports Store,Personal Accessories,Knives,1036,6159.25,71,0.48126801
2015-11-24,France,Web,Sports Store,Personal Accessories,Knives,1036,5227.4,59,0.49209932
2016-11-16,France,Web,Sports Store,Personal Accessories,Knives,1036,5537.4,60,0.49073572
2015-03-24,France,Web,Sports Store,Personal Accessories,Eyewear,1048,118986.7,2734,0.3509462
2016-02-12,France,Web,Sports Store,Personal Accessories,Eyewear,1048,51543.22,1156,0.3887619
2017-03-17,France,Web,Sports Store,Personal Accessories,Eyewear,1048,88141.8,1988,0.35960736
2015-06-25,France,Web,Sports Store,Personal Accessories,Eyewear,1048,128512.55,2967,0.35102105
2016-06-10,France,Web,Sports Store,Personal Accessories,Eyewear,1048,113017.22,2550,0.37503046
2017-04-19,France,Web,Sports Store,Personal Accessories,Eyewear,1048,115550.3,2510,0.35591158
2015-07-21,France,Web,Sports Store,Personal Accessories,Eyewear,1048,97715.9,2246,0.34780235
2016-09-06,France,Web,Sports Store,Personal Accessories,Eyewear,1048,64754.5,1468,0.36790354
2017-07-09,France,Web,Sports Store,Personal Accessories,Eyewear,1048,28265.9,614,0.35661486
2015-10-22,France,Web,Sports Store,Personal Accessories,Eyewear,1048,181082.15,4183,0.34832964
2016-10-14,France,Web,Sports Store,Personal Accessories,Eyewear,1048,49528.8,1128,0.35828367
2015-01-08,France,Telephone,Sports Store,Personal Accessories,Watches,1098,3711.93,121,0.34804805
2015-01-24,France,Web,Sports Store,Personal Accessories,Watches,1098,2783,68,0.51131872
